323844,1x_2012_Fall_General,BerkeleyX/CS169.1x/2012_Fall
270393,1x_2012_Fall_General,BerkeleyX/CS169.1x/2012_Fall
180692,i4x-MITx-6_00x-course-2012_Fall,MITx/6.00x/2012_Fall
536943,600x_l2_p5,MITx/6.00x/2012_Fall
234060,6002x_Fall2012_General,MITx/6.002x/2012_Fall
55293,cs1881x_self_diagnostic_events,BerkeleyX/CS188.1x/2012_Fall
202886,cs1881x_python_refresher,BerkeleyX/CS188.1x/2012_Fall
351107,6002x_lumped_element_abstraction,MITx/6.002x/2012_Fall
331952,cs188_lecture_5,BerkeleyX/CS188/fa12
94009,6002x_linearity,MITx/6.002x/2012_Fall
